idstd,id,a4a,a6a,a2,a1c,a0,a3a,a6c,a7,panel,a1a,a14d,a14m,a14y,a14h,a14min,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c31,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c43,c44,c12,c13,c14,c33,c45,c152,c162,c172,c22b,c36,c37,c39,c42,d1a1a,d1a3,d2,d2x,n3,n3x,f1,d3a,d3b,d3c,d31x,d42,d43a,d43b,d4a,d4b,d342,d352,d8,d12a,d12b,d13,d38x,d44,d45a,d45b,d14a,d14b,d412,o1,o2,o3a2,o3b2,j31,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e312,e32,e33,e6,e11,h1,h2,h32x,h5,h62x,h8,h9,d1a6a,d1a6b,d1a6c,d1a6cx,g5a,g5b,g5bx,g2,g3,g4,g34,ge3,ge3a,ge7,ge8d,k3a,k3i,k3j,k3bc,k3e,k3f,k3dgh,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5j,k5j1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5dgh,k5dgh1,k6,k82b,k82a,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15d,k162a,k162b,k17,k20a1,k32,k21,k33,k342,k342x,k35,k36,k38,k392,k392x,k40,j2,j3,j4,j5,j32,j33,j35,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,k30,g30a,j30c,j30f,h30,i30,d30b,c30a,l30b,l30a,j30e,e30,j30b,j30a,d30a,k30_finance_pos,g30_land_pos,j30_permit_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,d30_trade_pos,c30_electricity_pos,l30_workforce_pos,l30_labor_pos,j30_instability_pos,e30_informal_pos,j30_taxadmin_pos,j30_taxrate_pos,d30_transport_pos,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,l1,l2,l9b,l9b1,l3a,l3b,l5a,l5b,l5,l4a1,l4a2,l4b,l10,l11a1,l11a,l11b1,l11b,l12a1,l12a,l34,l35,l36,l1a,l6,l6a,l8,l37,l38a,l38b,l40,l41,l30d,l30c,c32,c32b,c34,c34b,c34bx,c34c,n2a,n2a2,n2e,n2i,n7a,n11,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a1d,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata,d3c_raw,exporter
1614250,465,Other Services,Small,Central,Establishment,Other services,Central,10,No,Panel,English,22,4,2025,11,17,2024,12,31,36,19,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,Yes,100.0,2012,7,2012,20.0,Yes,No,,No,,,,Yes,2.0,0.0,One minute or less,No Losses,,Yes,1.0,No,,No,,,,It is suitable for all operational needs,No,,,0,0,,0.0,With no difficulty at all,Restaurant,100,30000000.0,Thirty million,10000000.0,Ten million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,0,Yes,0,,,No,,No,,,,,,,,,No,,,Strongly agree,No,,Yes,Yes,40,10,0,0,0,50,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,Interest rates were not favorable,,,No,30,"Bank transfers, including through online and mobile banking",,Payment received in less than a day,Above 0 but below 0.5%,50," Bank transfers, including through online and mobile banking",,Above 0 but below 0.5%,No time spent,No,,,,,30,"Yes, partially","Yes, fully",No,,The application for a refund is too complicated,No,,No,,1.0,,No,,,No,,,1.0,Minor obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,Minor obstacle,No obstacle,Minor obstacle,Major obstacle,Minor obstacle,No obstacle,6,14,7,13,2,12,9,4,15,11,5,1,3,10,8,Tax rates,6,14,7,13,2,12,9,4,15,11,5,1,3,10,8,8,3,4.0,,,,,,6.0,3,4,1,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,No obstacle,No obstacle,200,75800.0,2000,Cubic feet,,50000,14000000.0,4805000.0,,,,3,22,4,2025,12,15,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,1,Face to face only,Yes,Yes,City with population over 1 million,5610,Central,Small (5-19),Other Services,Panel,153.42749,157.86736,293.1415,8,0,0.0
1614251,466,Other Services,Medium,Western,Establishment,Other services,Western,5,No,Panel,English,24,6,2025,12,54,2024,12,31,36,8,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,1990,Don't know (spontaneous),2000,40.0,No,No,,No,,,,Yes,5.0,2.0,One minute or less,No Losses,,Yes,20.0,No,,No,,,,It is suitable for all operational needs,Yes,20.0,24.0,0,0,,0.0,Don't know (spontaneous),Hotel,50,14200000.0,Fourteen million two hundred thousand,10000000.0,Ten million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,0,Yes,0,,,No,,No,,24.0,Don't know (spontaneous),,,,,,No,,,Strongly agree,No,,No,Yes,100,0,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,Yes,0,,,,,0,,,,10,Yes,3.0,Yes,Don't know (spontaneous),,72,No,No,No,,The establishment did not need to request a refund,No,,No,,40.0,,No,,,Yes,One day or less,Yes,3.0,Major obstacle,Minor obstacle,Very severe obstacle,Does not apply,Minor obstacle,Does not apply,Major obstacle,Minor obstacle,Minor obstacle,Moderate obstacle,Very severe obstacle,Major obstacle,Very severe obstacle,No obstacle,7,4,1,8,3,9,11,13,10,12,15,6,14,5,2,Tax rates,7,4,1,8,3,9,11,13,10,12,15,6,14,5,2,5,5,1.0,,,,,,1.0,0,2,3,0,,,,,,,Yes,Dismissals were immediate,No severance was paid,No part-time workers,No full-time seasonal or temporary workers,,,No,,,Yes,Yes,Minor obstacle,Minor obstacle,500,500000.0,70,Cubic meters,,70000,7200000.0,0.0,,,,Don't know (spontaneous),24,6,2025,13,47,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,5510,Western,Medium (20-99),Other Services,Panel,41.824272,46.376404,86.83816,40,0,0.0
1614252,470,Retail,Medium,Western,Establishment,Retail services,Western,5,No,Panel,English,15,4,2025,12,18,2024,12,31,36,8,,,,,,Shareholding company with non-traded shares or shares traded privately,,0.0,Fully domestically owned (private),0.0,0,0,Yes,20.0,Don't know (spontaneous),8,Don't know (spontaneous),12.0,No,No,,No,,,,Yes,12.0,8.0,One minute or less,,500000.0,No,,No,,No,,,,It is suitable for all operational needs,Yes,0.0,,0,0,,1.0,With some difficulty,Retail trade of ,100,360000000.0,Three hundred sixty million,Don't know (spontaneous),,,100,0,0,,,,,,,,,,0,100,Yes,China,Don't know (spontaneous),,,60.0,0.0,Don't know (spontaneous),No,,Tend to agree,Tend to agree,Strongly disagree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,0,Yes,0,,,No,,No,,,,,,100.0,Square Meters,,No,,,Strongly agree,No,,No,No,30,20,0,30,10,0,10,No,,,,,,,,,,,,,,,,,Yes,Yes,No,State-owned banks or government agency,2024.0,Refusal (spontaneous),Yes,Yes,No,No,No,No,Don't know (spontaneous),Don't know (spontaneous),No,Yes,,Application was approved in full,,Yes,10,"Other (including e-money, e-wallet, and mobile money",Mobile money,Payment received in less than a day,Above 0 but below 0.5%,15," Bank transfers, including through online and mobile banking",,0.0,3,No,,,,,48,"Yes, fully","Yes, fully",No,,The application for a refund is too complicated,No,,No,,2.0,,No,,,Yes,One day or less,No,1.0,Moderate obstacle,Minor obstacle,Very severe obstacle,No obstacle,Minor obstacle,Moderate obstacle,Moderate obstacle,Minor obstacle,Moderate obstacle,No obstacle,Minor obstacle,Moderate obstacle,Very severe obstacle,Very severe obstacle,7,3,11,13,15,5,6,9,4,12,14,10,8,1,2,Tax rates,7,3,11,13,15,5,6,9,4,12,14,10,8,1,2,5,5,100.0,,,,,,2.0,1,2,2,1,,,,,No women employees trained,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,Minor obstacle,No obstacle,200,200000.0,300,Cubic meters,,300000,80000000.0,8000000.0,,100000000.0,,20,15,4,2025,13,6,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,4759,Western,Medium (20-99),Retail,Panel,19.38406,22.630829,41.816242,38,0,0.0
1614253,477,Other Services,Small,Northern,Establishment,Other services,Northern,5,No,Panel,English,27,4,2025,11,59,2024,12,31,36,14,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2010,3,2016,18.0,No,No,,No,,,,Yes,5.0,2.0,15.0,No Losses,,No,,No,,No,,,,It is suitable for only some operational needs,No,,,0,0,,0.0,With little difficulty,"Repair of motor vehicles, computers, or household goods",95,34800000.0,Thirty four million eight hundred thousand,14020000.0,fourteen million twenty thousand,,100,0,0,,,,,,,,,,75,25,No,,,,,,,,No,,Tend to agree,Tend to agree,Tend to agree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,Yes,0,Yes,0,,,No,,No,,,,,,,,,No,,,Strongly agree,No,,No,No,60,20,0,0,0,0,20,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,No,10,"Bank transfers, including through online and mobile banking",,Payment received in less than a day,0.0,10," Bank transfers, including through online and mobile banking",,0.0,5,No,,,,,One hour or less,"Yes, partially","Yes, partially",No,,The establishment did not need to request a refund,No,,No,,No payments or gifts are paid,,No,,,No,,,2.0,No obstacle,No obstacle,Moderate obstacle,No obstacle,Minor obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,Very severe obstacle,Very severe obstacle,No obstacle,3,13,2,14,5,12,15,4,9,11,6,7,10,8,1,Tax administration,3,13,2,14,5,12,15,4,9,11,6,7,10,8,1,4,2,100.0,,,,,,1.0,3,1,0,0,,,,,,,No,,,1,No full-time seasonal or temporary workers,,,No,,,No,,Moderate obstacle,Moderate obstacle,55,55000.0,2,Cubic meters,,10000,6530000.0,0.0,,,,Refusal (spontaneous),27,4,2025,15,34,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,9522,Northern,Small (5-19),Other Services,Panel,222.77045,225.85548,421.65057,76,0,0.0
1614254,480,Other Manufacturing,Small,Eastern,Establishment,Manufacturing,Eastern,7,Yes,Panel,English,24,9,2025,9,33,2024,12,31,36,18,3.0,Yes,Yes,Yes,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,Yes,100.0,1995,7,1997,30.0,Yes,No,,No,,,,Yes,7.0,6.0,0.0,20.0,,No,,Yes,20.0,No,,,,It is suitable for only some operational needs,No,,,0,0,,0.0,With no difficulty at all,Manufacturing of ,100,50000000.0,fifty million,20000000.0,twenty million,100.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,0,Yes,0,,,No,,No,,,,,,,,,No,,,Tend to agree,Yes,38000000.0,No,No,70,20,0,0,10,0,0,No,,,,,,,,,,,,,,,,,Yes,No,Yes,Private commercial banks,2025.0,800000.0,No,,,,,,,No,No,No,Interest rates were not favorable,,,Yes,40,"Other (including e-money, e-wallet, and mobile money",mobile money,Payment received in less than a day,Above 0 but below 0.5%,20,"Other (including e-money, e-wallet, and mobile money",mobile money,Above 0 but below 0.5%,7,Yes,6.0,No,Yes,2.0,72,"Yes, fully","Yes, fully",No,,The application for a refund is too complicated,No,,No,,No payments or gifts are paid,,Yes,7.0,No,Yes,14.0,No,0.0,Major obstacle,No obstacle,No obstacle,No obstacle,Very severe obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Moderate obstacle,No obstacle,No obstacle,Minor obstacle,5,11,2,4,1,9,13,12,10,14,15,3,8,7,6,Access to land,5,11,2,4,1,9,13,12,10,14,15,3,8,7,6,7,4,7.0,,7.0,0.0,5.0,0.0,,7,0,0,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,Yes,Yes,No obstacle,No obstacle,125,100000.0,10000,Liters,,50000,5000000.0,750000.0,30000000.0,,57000000.0,15,24,9,2025,10,45,Somewhat truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,1410,Eastern,Small (5-19),Other Manufacturing,Panel,65.88891,55.69917,116.90133,48,0,0.0
1614255,485,Other Manufacturing,Medium,Eastern,Establishment,Manufacturing,Eastern,25,Yes,Panel,English,24,3,2025,10,37,2024,12,31,36,16,3.0,Yes,Yes,Yes,,Sole proprietorship,,0.0,Fully domestically owned (private),0.0,0,0,No,,2003,10,2003,25.0,No,No,,No,,,,Yes,2.0,12.0,0.0,No Losses,,No,,No,,No,,,,It is suitable for all operational needs,No,,,1,0,,0.0,Unable to change provider,Manufacturing of ,80,200000000.0,two hundred million,150000000.0,one hundred fifty million,80.0,100,0,0,,,,,,,,,,60,40,Yes,Kenya,Yes,7.0,0.0,7.0,0.0,70.0,Yes,Yes,Tend to disagree,Tend to agree,Strongly disagree,We fixed it and took action to make sure it did not happen again,Yes,1-2 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with normal amount of effort,All managers and most production workers,No,,Promotions were based solely on performance and ability,Rarely or never,National ,Too many to count,There is competition among many firms,Increased,No,0,Yes,1,Yes,we now make sandals and belts for our customers using leather,No,,No,,,,,,,,,No,,,Tend to agree,No,,Yes,Yes,40,60,0,0,0,0,0,Yes,Don't know (spontaneous),0.0,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes,Yes,Yes,Private commercial banks,2024.0,100000000.0,Yes,Yes,Yes,No,No,No,250000000.0,No,Yes,No,,Application was rejected,60.0,Yes,20,"Other (including e-money, e-wallet, and mobile money",mobile money,1.0,Above 0 but below 0.5%,70,"Other (including e-money, e-wallet, and mobile money",mobile money,Above 0 but below 0.5%,60,Yes,10.0,Yes,No,,60,"Yes, fully","Yes, fully",Yes,Refund still outstanding,,No,,No,,20.0,,Yes,14.0,No,Yes,30.0,No,3.0,No obstacle,Moderate obstacle,Major obstacle,Moderate obstacle,Moderate obstacle,Major obstacle,Moderate obstacle,No obstacle,No obstacle,Moderate obstacle,Major obstacle,Major obstacle,Major obstacle,Minor obstacle,8,4,14,10,13,6,3,11,7,5,12,2,1,15,9,Access to finance,8,4,14,10,13,6,3,11,7,5,12,2,1,15,9,25,25,80.0,,14.0,11.0,8.0,3.0,,4,10,0,1,14.0,,11.0,,3.0,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,Yes,Yes,No obstacle,No obstacle,10000,10000000.0,731707,Liters,,3000000,40000000.0,3000000.0,60000000.0,,400000000.0,30,24,3,2025,12,26,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,1520,Eastern,Medium (20-99),Other Manufacturing,Panel,1.3361545,1.148219,1.60266,56,0,0.0
1614256,486,Other Manufacturing,Large,Eastern,Establishment,Manufacturing,Eastern,262,No,Panel,English,20,3,2025,13,9,2024,12,31,36,16,,,,,,Partnership,,0.0,Fully domestically owned (private),0.0,0,0,Yes,6.0,1983,36,1983,,No,No,,No,,,,Yes,10.0,12.0,0.0,,2000000.0,No,,No,,No,,,,It is suitable for all operational needs,Yes,2.0,One hour or less,0,0,,0.0,With no difficulty at all,Manufacturing of ,60,18000000.0,eighteen million,4000000.0,Four million,80.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,Yes,Yes,Tend to disagree,Strongly agree,Tend to disagree,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,3-9 production performance indicators,Yes,Main focus was on short-term (less than one year) production targets,Possible to achieve with some effort,All managers and most production workers,No,,Non-managers are normally not promoted,Rarely or never,National ,Too many to count,There is competition among many firms,Increased,No,0,Yes,1,Yes,Manufacturing of suitcases with wheels used for rolling and handles used for pushing the metallic suitcase,No,,Yes,1000000.0,,,,,,,,Yes,720.0,No,Strongly agree,No,,Yes,Yes,0,100,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,Yes,No,No,Application procedures were complex,,,Yes,0,,,,,0,,,,20,Yes,2.0,No,No,,One hour or less,"Yes, partially","Yes, partially",No,,The establishment did not need to request a refund,Yes,Very much difficult,No,,10.0,,No,,,Yes,One day or less,No,2.0,No obstacle,Moderate obstacle,No obstacle,No obstacle,Moderate obstacle,No obstacle,Moderate obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,Major obstacle,Major obstacle,No obstacle,12,7,9,1,11,5,3,13,8,6,14,10,2,15,4,Tax rates,12,7,9,1,11,5,3,13,8,6,14,10,2,15,4,262,262,40.0,,252.0,10.0,1.0,7.0,,0,150,102,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,No obstacle,No obstacle,400,400000.0,450,Cubic meters,,450000,Don't know (spontaneous),,14000000.0,,10000000.0,30,20,3,2025,14,1,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with different managers/staff,1.0,0.0,1,Face to face only,No,No,Over 250.000 to 1 million,2599,Eastern,Large (100 or more),Other Manufacturing,Panel,1.0,1.0,1.4383535,64,0,0.0
1614257,490,Other Services,Small,Central,Establishment,Other services,Central,10,No,Panel,English,26,3,2025,11,25,2024,12,31,36,9,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,Yes,100.0,2019,5,2020,10.0,Yes,No,,No,,,,No,,,,,,No,,No,,No,,,,It is suitable for all operational needs,No,,,0,0,,0.0,Don't know (spontaneous),Restaurant,100,25000000.0,twenty five million,15000000.0,fifteen million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to agree,Strongly agree,Tend to agree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,0,No,0,,,No,,No,,,,,,,,,No,,,Tend to agree,No,,No,No,0,100,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,Interest rates were not favorable,,,No,5,"Bank transfers, including through online and mobile banking",,Payment received in less than a day,0.0,5," Bank transfers, including through online and mobile banking",,0.0,No time spent,No,,,,,Don't know (spontaneous),"Yes, partially","Yes, partially",No,,The establishment did not need to request a refund,No,,No,,,1500000.0,No,,,No,,,1.0,Moderate obstacle,Moderate obstacle,No obstacle,Minor obstacle,Minor obstacle,Major obstacle,Moderate obstacle,Moderate obstacle,No obstacle,Minor obstacle,Moderate obstacle,Moderate obstacle,Moderate obstacle,Minor obstacle,15,4,8,11,3,14,5,1,7,13,12,2,9,6,10,Business licensing and permits,15,4,8,11,3,14,5,1,7,13,12,2,9,6,10,10,8,4.0,,,,,,8.0,6,2,2,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,No obstacle,No obstacle,Don't know (spontaneous),30000.0,Don't know (spontaneous),,,25000,8000000.0,3000000.0,,,,15,26,3,2025,12,28,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,Yes,Yes,City with population over 1 million,5610,Central,Small (5-19),Other Services,Panel,153.42749,157.86736,293.1415,8,0,0.0
1614258,492,Other Manufacturing,Medium,Central,Establishment,Manufacturing,Central,12,Yes,Panel,English,8,3,2025,11,30,2024,12,31,36,5,2.0,Yes,Yes,Yes,,Partnership,,1.0,Fully domestically owned (private),0.0,0,0,Yes,15.0,2005,2,2008,35.0,No,No,,Yes,7.0,No,950000.0,Yes,5.0,4.0,One minute or less,,50000.0,No,,Yes,30.0,No,,,,ESTABLISHMENT DOES NOT HAVE PIPED WATER FROM A UTILITY PROVIDER,No,,,1,0,,0.0,There is only one available internet provider,Manufacturing of ,60,20000000.0,TWENTY MILLION,15000000.0,FIFTEEN MILLION,50.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to agree,Tend to disagree,Tend to disagree,,,,,,,,,,,,Local or in some parts of the country,20.0,There is competition among many firms,Increased,Yes,0,Yes,0,,,Yes,I REGISTERED MY BUSINESS ON MTN MOMO PAY AND WAS GIVEN A MERCHANT CODE USED BY CUSTOMERS FOR PAYMENTS.,No,,,,,,,,,No,,,Tend to agree,No,,No,No,90,0,0,0,0,0,10,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,Interest rates were not favorable,,,Yes,25,"Other (including e-money, e-wallet, and mobile money",MTN MOBILE MONEY AND MOMO PAY SERVICES.,Payment received in less than a day,Above 0 but below 0.5%,0,,,,50,Yes,1.0,No,Yes,One week or less,12,No,No,No,,The application for a refund is too complicated,Yes,Somewhat difficult,No,,,2000000.0,No,,,No,,,4.0,Major obstacle,Moderate obstacle,Major obstacle,No obstacle,Minor obstacle,Moderate obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,Minor obstacle,No obstacle,Moderate obstacle,Minor obstacle,Major obstacle,11,10,8,4,13,1,5,15,7,12,14,2,9,6,3,Access to finance,11,10,8,4,13,1,5,15,7,12,14,2,9,6,3,6,5,3.0,,6.0,0.0,2.0,0.0,,2,4,0,1,6.0,,No employees trained,,No women employees trained,,No,,,No part-time workers,12,6.0,One month or less,No,,,Yes,No,No obstacle,No obstacle,200,70000.0,7317,Liters,,30000,8000000.0,2000000.0,3000000.0,,50000000.0,10,8,3,2025,12,32,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,Yes,Yes,City with population over 1 million,3220,Central,Medium (20-99),Other Manufacturing,Panel,40.5887,53.75954,114.14866,12,0,0.0
1614259,495,Food,Medium,Central,Establishment,Other services,Central,8,No,Panel,English,18,3,2025,16,11,2024,12,31,36,8,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,Yes,100.0,2018,12,Don't know (spontaneous),7.0,Yes,No,,No,,,,Yes,3.0,2.0,30.0,Don't know (spontaneous),,No,,No,,No,,,,It is suitable for only some operational needs,Yes,5.0,24.0,1,1,4.0,1.0,With little difficulty,Restaurant,75,360000000.0,Three hundred sixty million,Don't know (spontaneous),,,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to agree,Tend to agree,Tend to disagree,,,,,,,,,,,,Local or in some parts of the country,15.0,There is competition among many firms,Increased,No,0,Yes,1,No,We introduced Northern cuisine which was not here before the three years,Yes,Introduced buffet which was never here at the establishment,No,,,,,,,,,No,,,Strongly agree,No,,Yes,Yes,20,15,0,50,5,10,0,No,,,,,,,,,,,,,,,,,Yes,No,Yes,State-owned banks or government agency,2024.0,3000000.0,Yes,No,No,No,Yes,No,8000000.0,Yes,Yes,No,,Application was approved in part,14.0,Yes,30,"Other (including e-money, e-wallet, and mobile money",Mobile money,Payment received in less than a day,0.0,0,,,,2,Yes,12.0,No,No,,Don't know (spontaneous),"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,No,,No,,5.0,,No,,,Yes,One day or less,No,3.0,No obstacle,Minor obstacle,Minor obstacle,No obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,Major obstacle,Minor obstacle,Major obstacle,Major obstacle,Moderate obstacle,Moderate obstacle,Moderate obstacle,2,13,4,6,12,1,11,7,9,14,10,15,8,5,3,Access to finance,2,13,4,6,12,1,11,7,9,14,10,15,8,5,3,10,12,50.0,,,,,,7.0,3,5,2,1,,,,,4.0,,Yes,Dismissals were immediate,No severance was paid,No part-time workers,No full-time seasonal or temporary workers,,,Yes,1.0,,Yes,Yes,Moderate obstacle,Minor obstacle,900,900000.0,300,Cubic meters,,300000,48000000.0,4800000.0,,,,0,18,3,2025,17,11,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,Yes,Yes,City with population over 1 million,5610,Central,Medium (20-99),Food,Panel,22.581505,22.07456,37.64287,10,0,0.0
1614260,503,Other Manufacturing,Small,Eastern,Establishment,Manufacturing,Eastern,8,No,Panel,English,27,5,2025,10,49,2024,12,31,36,16,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2012,5,2012,20.0,No,No,,No,,,,Yes,10.0,9.0,0.0,,2000000.0,No,,No,,No,,,,It is suitable for only some operational needs,Yes,5.0,6.0,0,0,,0.0,With no difficulty at all,Manufacturing of ,80,40000000.0,forty million,30000000.0,thirty  million,40.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to agree,Tend to agree,Tend to agree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,Yes,0,Yes,1,No,We introduced metal fabrication that is to say welding of windows and doors for our customers,No,,No,,,,,,,,,No,,,Tend to agree,No,,No,Yes,60,40,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,Yes,Private commercial banks,2022.0,10000000.0,Yes,Yes,No,No,Yes,No,20000000.0,No,Yes,No,,Application was approved in full,14.0,Yes,3,"Other (including e-money, e-wallet, and mobile money",mobile money,Payment received in less than a day,2.0,2,"Other (including e-money, e-wallet, and mobile money",mobile money,2.0,4,Yes,2.0,No,No,,One hour or less,"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,No,,No,,2.0,,No,,,Yes,One day or less,No,2.0,Minor obstacle,No obstacle,Minor obstacle,No obstacle,Minor obstacle,No obstacle,Very severe obstacle,Minor obstacle,Minor obstacle,No obstacle,Major obstacle,Moderate obstacle,Moderate obstacle,Minor obstacle,4,1,11,2,13,14,3,5,8,15,12,10,7,6,9,Electricity,4,1,11,2,13,14,3,5,8,15,12,10,7,6,9,8,8,20.0,,8.0,0.0,0.0,0.0,,1,7,0,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,No obstacle,No obstacle,4274,1000000.0,100,Cubic meters,,120000,19000000.0,6000000.0,15000000.0,,10000000.0,30,27,5,2025,11,38,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,1622,Eastern,Small (5-19),Other Manufacturing,Panel,62.26637,72.49169,124.601074,48,0,0.0
