idstd,id,a4a,a6a,a2,a1c,competition_select,tax_select,vat_applicable,a4b_v4,a0,a3a,a6c,a6b,a7,a1a,a14d,a14m,a14y,a14h,a14min,ic1,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,TZb1,TZb2,TZb3,b4a,b5,b6,b6b,b7,b7a,TZb4,TZb5,b8,b8x,c3,c4,c5,c31,c32,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c33,c34,c34b,c34bx,c152,c162,c172,c35a,c35b,c22b,TZc1,c36,c37,c38,c39,c40a,c40b,c41a,c41b,c42,c30a,d1a1a,d1a6a,d1a6b,d1a6c,d1a6cx,d1a3,d2,d2x,d2a1,d2a1x,n3,n3x,d3a,d3b,d3c,TZd1a,TZd1b,TZd1c,TZd1d,TZd1e,d31x,d32,d4a,d4b,d33a,d33b,d34,d35,d36a,d36b,d37,d8,d12a,d12b,d13,TZd2a,TZd2b,TZd2c,TZd2d,d38x,d39,d14a,d14b,d40a,d40b,d41,TZd3,TZd4,d30a,d30b,o1,o2,o3a,o3b,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e31a,e31b,e6,e11,e32,e33,e34,e35,e30,h1,h2,h3x,h4x,h5,h6x,h7x,h8,h9,f1,g2,g3,g4,g31,g32,g33,g5a,g5b,g5bx,g30a,ge3,ge3a,ge7,ge8d,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5hdj,k5hdj1,k4b,n5c,n5d,k6,k7,k82,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k162,k17,k20a1,k31,k32,k21,k33,k34,k35,k36,k37,k38,k39,k40,k30,TZmm1,TZmm2,TZmm3,TZmm4,TZmm5,j31,j2,j3,j4,j5,j32,j33,j34,j35a,j35b,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,i30,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,l1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l9b,l9b1,l10,l11a,l11a1,l11b,l11b1,l12a,l12a1,TZl1,l31,l32,l33,TZl2,TZl3a,TZl3b,TZl3c,TZl3d,l34,l35,l36,TZl4,TZl5,l1a,l6,l6a,l8,l37,l38,l39,l40,l41,TZl6,l30a,l30b,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,n2a,n2a2,n2b,n2k,n2l,n2e,n2i,n2a1,n2e1,n7a,n11,n12,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata,d3c_raw,exporter
1181597,66205,Other Services,Small,Dodoma,Establishment,0,1,Yes,Services of motor vehicles,Retail services,Dodoma,6,Small,No,Swahili,9,11,2023,12,34,Yes,2022,12,31,Tanzania,ES025,,,,,,Sole proprietorship,,1.0,100,0.0,0,0,No,No family ownership,,,,1998,2,1998,20.0,No,1,0,No,,No,,,,48,No,,,,,,No,,No,,,,Don't know (spontaneous),,,No,,,,,0.0,No,0.0,,,0.0,,,,,With no difficulty at all,No obstacle,Retail trade of ,,,,,100,60000000.0,Sixty million,,,Don't know (spontaneous),,100,0,0,100,0,0,0,0,,,,,,,,,,,,,100,0,,100,0,0,0,,,,,,,,Through other business,Size of the business,No obstacle,No obstacle,No,,Strongly agree,Strongly agree,,,,,,,,,,,,Local â main product sold mostly in same municipality where establishment is located,10.0,,Don't know (spontaneous),0.0,No,"Yes, there is more competition",No,No,,No obstacle,0.0,,,,No,,,No,,,No,,,No,,,Don't know (spontaneous),,,Moderate obstacle,No,,No,No,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,No,0,,,,,10,Mobile money,Don't know (spontaneous),3.0,Yes,None,None,20.0,None,Strongly agree,No time was spent,Yes,4.0,No,No,,No,82.0,,No,"Yes, fully",No,,The application for a VAT cash refund is too complicated,No,,No,,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Moderate obstacle,Minor obstacle,Major obstacle,Major obstacle,No obstacle,Major obstacle,6,3,1,7,5,4,2,6.0,4,,,2,4,0,,,0.0,40.0,,0.0,,,,,,,None,No need to hire any new permanent full-time workers,,,,,,,,No,,,,,6,No full-time seasonal or temporary workers,,,No,,,No,,No,No obstacle,No obstacle,Access to finance,10,1,8,12,15,13,9,6,11,3,2,7,14,4,5,2600000.0,0.0,240000,50000,Don't know (spontaneous),,Don't know (spontaneous),,,,15,6,9,11,2023,13,56,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,3,No,Yes,City with population over 1 million,4530,Dodoma,"Small, Medium and Large (5+)",Other Services,Fresh,90.20611,90.53531,117.02035,67,0,0.0
1181598,66309,Other Manufacturing,Unknown,Zanzibar,Establishment,1,1,Yes,Electrical equipment,Manufacturing,Zanzibar,23,Medium,No,Swahili,22,9,2023,11,54,Yes,2022,12,31,Tanzania,ES004,,,,,,Partnership,,0.0,0,100.0,0,0,No,No family ownership,,,,2007,15,2007,16.0,No,8,2,Yes,ISO,No,,,,5600,Yes,2.0,4.0,0.0,10.0,,Yes,10.0,No,,,,1500,Other,Liters,No,,,,,1.0,Yes,0.0,,,1.0,15.0,,None,,With no difficulty at all,Moderate obstacle,Manufacturing of ,,,,,70,950000000.0,Nine hundred and fifty million,750000000.0,seven hundred and fifty million,300000000.0,Three hundred million,100,0,0,0,30,20,20,30,,,,,,,,,,,,,0,100,Yes,100,0,0,0,Turkey,Seaport,30.0,,30.0,,6.0,Through Chamber of Commerce or business association,Size of the business,No obstacle,No obstacle,Yes,No,Tend to agree,Tend to agree,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,3-9 production performance indicators,Yes,Main focus was on long-term (one year or more) production targets,Possible to achieve with some effort,Most managers and most production workers,No,,Promotions were based solely on performance and ability,Rarely or never,National â main product sold mostly across the country where establishment is located,3.0,Between 50% and 90%,,1.0,No,"Yes, there is more competition",Prices are regulated,No,,No obstacle,0.0,,,,No,,,No,,60.0,No,,,No,,,,,,Moderate obstacle,No,,No,Yes,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,Yes,90,Other,Payment received in less than a day,Don't know (spontaneous),Don't know (spontaneous),30,Debit cards,Don't know (spontaneous),1.0,No,,,,,Tend to agree,100,Yes,10.0,No,Yes,2.0,"Yes, fully",72.0,,"Yes, fully","Yes, fully",Yes,Refund still outstanding,Other,No,,No,,No payments or gifts are paid,,Yes,3.0,No,Yes,7.0,No,Major obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,2,1,5,6,7,3,4,23.0,23,18.0,5.0,10,6,2,4.0,3.0,,95.0,,0.0,,,,,,,40,No need to hire any new permanent full-time workers,,,,,,,,No,,,,,23,No full-time seasonal or temporary workers,,,No,,,Yes,Yes,No,No obstacle,No obstacle,Tax rates,2,1,10,13,6,12,4,8,11,5,7,15,14,9,3,125000000.0,19500000.0,24000000,1890000,9000000,15000000.0,,125000000.0,150000000.0,250000000.0,20,30,22,9,2023,12,46,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,7,No,Yes,City with population over 1 million,2750,Zanzibar,Unknown,Other Manufacturing,Fresh,54.86158,55.128803,56.973686,110,0,0.0
1181599,66372,Hotels,Medium,Dodoma,Establishment,1,1,Yes,Accommodation,Other services,Dodoma,107,Large,No,Swahili,4,7,2023,13,53,Yes,2022,12,31,Tanzania,ES022,,,,,,Sole proprietorship,,0.0,0,100.0,0,0,No,No family ownership,,,,2007,Don't know (spontaneous),2007,10.0,No,12,4,No,,No,,,,4000000,No,,,,,,Yes,30.0,No,,,,900000,Cubic meters,,No,,,,,1.0,Yes,0.0,,,1.0,6.0,,Don't know (spontaneous),,Unable to change provider,No obstacle,Hotel,73.0,Don't know (spontaneous),,,40,1000000000.0,One billion,,,1500000000.0,One billion and five hundred million,100,0,0,100,0,0,0,0,,,,,,,,,,,,,100,0,,100,0,0,0,,,,,,,,Through other business,Don't know (spontaneous),Moderate obstacle,Moderate obstacle,No,,Strongly agree,Strongly agree,DOES NOT APPLY (SPONTANEOUS),Don't know (spontaneous),,Yes,Main focus was on long-term (one year or more) production targets,Possible to achieve with more than normal effort,Most managers and most production workers,Yes,Their own performance,Promotions were based solely on performance and ability,DOES NOT APPLY (SPONTANEOUS),National â main product sold mostly across the country where establishment is located,Too many to count,Below 50%,50.0,1.0,Don't know (spontaneous),"Yes, there is more competition",Yes,No,,No obstacle,0.0,,,,No,,,No,,,No,,,No,,,,,,Very severe obstacle,No,,No,Yes,100,0,0,0,0,Yes,Don't know (spontaneous),Don't know (spontaneous),100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,Yes,90,"Internet and mobile banking, including direct debit transfer",Payment received in less than a day,Don't know (spontaneous),Don't know (spontaneous),80,"Internet and mobile banking, including direct debit transfer",Don't know (spontaneous),0.0,Yes,None,None,80.0,Don't know (spontaneous),Tend to agree,No time was spent,Yes,2.0,No,No,,"Yes, fully",72.0,,"Yes, partially","Yes, fully",No,,The application for a VAT cash refund is too complicated,Yes,Moderately difficult,Yes,30.0,No payments or gifts are paid,,No,,,No,,,Minor obstacle,Minor obstacle,Moderate obstacle,Major obstacle,Minor obstacle,No obstacle,Minor obstacle,4,5,2,7,6,1,3,107.0,Don't know (spontaneous),,,7,100,0,,,50.0,0.0,,1.0,,,,,50.0,,6,No need to hire any new permanent full-time workers,,,,,,,,No,,,,,107,107,50.0,12.0,No,,,Yes,Yes,No,Minor obstacle,No obstacle,Customs and trade regulations,10,11,2,13,6,8,15,5,12,14,9,7,1,4,3,200000000.0,80000000.0,96000000,10800000,20000000,,,,,,4,18,12,9,2023,9,25,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,2,Yes,No,City with population over 1 million,5510,Dodoma,Medium (20-99),Hotels,Fresh,7.1447086,7.2047677,8.026556,62,0,0.0
1181600,66682,Other Services,Small,Mbeya,Establishment,0,1,Yes,Accommodation,Other services,Mbeya,5,Small,No,Swahili,5,7,2023,11,36,Yes,2022,7,31,Tanzania,ES019,,,,,,Sole proprietorship,,0.0,100,0.0,0,0,No,No family ownership,,,,2009,4,2010,12.0,No,2,1,No,,No,,,,Don't know (spontaneous),Yes,1.0,0.0,30.0,None,,Yes,100.0,No,,,,Don't know (spontaneous),,,Yes,2.0,2.0,None,,0.0,No,0.0,,,0.0,,,,,With some difficulty,No obstacle,Hotel,15.0,15.0,Square Meters,,92,18000000.0,Eighteen million,,,8000000.0,Eight million,100,0,0,100,0,0,0,0,,,,,,,,,,,,,100,0,,100,0,0,0,,,,,,,,Other (spontaneous),Historical experience,No obstacle,No obstacle,No,,Tend to agree,Tend to agree,,,,,,,,,,,,National â main product sold mostly across the country where establishment is located,Too many to count,,70.0,0.0,Yes,"Yes, there is less competition",No,No,,Minor obstacle,0.0,,,,No,,,No,,,No,,,No,,,,,,No obstacle,No,,Yes,Yes,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,"Yes, a loan only",,Application was rejected,Don't know (spontaneous),Don't know (spontaneous),No,0,,,,,Don't know (spontaneous),,,2.0,No,,,,,Tend to agree,4,Yes,2.0,No,No,,"Yes, partially",12.0,,No,No,Not VAT eligible,,,No,,No,,No payments or gifts are paid,,No,,,No,,,Minor obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,4,6,3,5,2,7,1,10.0,5,,,5,3,2,,,1.0,,1.0,0.0,,,,,,,1,No need to hire any new permanent full-time workers,,,,,,,,No,,,,,0,6,2.0,One month or less,No,,,Yes,Yes,No,No obstacle,No obstacle,Tax rates,6,10,8,5,11,7,1,12,4,13,2,14,15,3,9,5000000.0,Don't know (spontaneous),250000,250000,Don't know (spontaneous),,,,,,Don't know (spontaneous),Don't know (spontaneous),5,7,2023,12,46,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,2,No,No,City with population over 1 million,5510,Mbeya,Small (5-19),Other Services,Fresh,193.80258,193.02504,240.15675,76,0,0.0
1181601,66771,Other Services,Small,Dodoma,Establishment,1,0,Yes,Retail,Retail services,Dodoma,11,Small,No,Swahili,12,9,2023,11,29,No,2022,12,31,Tanzania,ES023,,,,,,Sole proprietorship,,1.0,100,0.0,0,0,No,100,90.0,0.0,,2010,4,2010,12.0,No,5,3,No,,No,,,,600,Yes,2.0,3.0,0.0,1.0,,No,,No,,,,60,Gallons,,No,,,,,0.0,No,0.0,,,0.0,,,,,Don't know (spontaneous),Minor obstacle,Retail trade of ,,,,,100,95000000.0,Ninety five million,,,80000000.0,Eighty million,30,10,60,50,20,10,10,10,,,,,,,,,,,,2015.0,100,0,,60,20,10,20,,,,,,,,Business expo,Personal relationship and trust with the top manager of the business,Major obstacle,Very severe obstacle,Yes,No,Tend to agree,Strongly agree,,,,,,,,,,,,National â main product sold mostly across the country where establishment is located,Too many to count,Between 50% and 90%,,0.0,Yes,"Yes, there is more competition",Prices set by HQ,No,,Very severe obstacle,0.0,,,,No,,,No,,,No,,,No,,,500000.0,Square Meters,,Major obstacle,No,,No,Yes,60,0,0,30,10,Yes,18000000.0,0.0,50.0,,10.0,,0.0,,0.0,,30.0,,10.0,,,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,No,60,Debit cards,Payment received in less than a day,5.0,100000.0,100,"Internet and mobile banking, including direct debit transfer",10.0,4.0,Yes,100.0,70.0,90.0,50.0,Strongly agree,No time was spent,Yes,2.0,No,Yes,4.0,"Yes, partially",,12.0,"Yes, fully","Yes, fully",,,,Yes,Very much difficult,Yes,365.0,No payments or gifts are paid,,No,,,Yes,One day or less,No,Major obstacle,Very severe obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,Moderate obstacle,2,4,1,7,3,6,5,5.0,3,,,1,1,3,,,2.0,,5.0,0.0,,,,,,,2,No need to hire any new permanent full-time workers,,,,,,,,No,,,,,0,3,1.0,6.0,No,,,Yes,Yes,No,Moderate obstacle,No obstacle,Practices of competitors in the informal sector,12,15,11,7,3,13,5,9,14,4,8,2,6,1,10,26000000.0,2000000.0,3000000,1000000,0,,26000000.0,,,,3,3,12,9,2023,12,11,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,2,No,Yes,City with population over 1 million,4759,Dodoma,"Small, Medium and Large (5+)",Other Services,Fresh,90.20611,90.53531,117.02035,67,60,1.0
1181602,67093,Retail,Small,Dodoma,Establishment,0,0,Yes,Retail,Retail services,Dodoma,5,Small,No,Swahili,11,11,2023,17,50,Yes,2022,12,31,Tanzania,ES025,,,,,,Sole proprietorship,,1.0,100,0.0,0,0,No,No family ownership,,,,2012,2,2012,12.0,No,1,0,No,,No,,,,56,No,,,,,,No,,No,,,,Don't know (spontaneous),,,No,,,,,0.0,No,0.0,,,0.0,,,,,With no difficulty at all,No obstacle,Retail trade of ,,,,,100,,,,,Don't know (spontaneous),,100,0,0,100,0,0,0,0,,,,,,,,,,,,,100,0,,100,0,0,0,,,,,,,,Through other business,Personal relationship and trust with the top manager of the business,No obstacle,No obstacle,No,,Strongly agree,Strongly agree,,,,,,,,,,,,Local â main product sold mostly in same municipality where establishment is located,5.0,,Don't know (spontaneous),0.0,No,"Yes, there is more competition",No,No,,Minor obstacle,1.0,Yes,This new service has helped to increase income,THIS PRODUCT IS DIFFERENT BECAUSE IT IS AN AGENCY SERVICE THAT MAKES IT EASY FOR CUSTOMERS TO PURCHASE,Yes,It has helped to simplify the needs of their customers incase they are short on cash so they can get a service to withdraw,"Apart from the money withdrawal service, they also provide transport services to their customers when they buy gas",No,,,No,,,No,,,Don't know (spontaneous),,,No obstacle,No,,No,No,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,No,30,Mobile money,Payment received in less than a day,Don't know (spontaneous),Don't know (spontaneous),40,Mobile money,Don't know (spontaneous),1.0,Yes,None,None,40.0,20.0,Strongly agree,No time was spent,Yes,2.0,No,No,,No,,24.0,"Yes, partially","Yes, fully",No,,VAT cash refunds take too long to receive,No,,No,,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Moderate obstacle,Minor obstacle,Major obstacle,Moderate obstacle,No obstacle,Major obstacle,6,3,4,5,1,7,2,5.0,3,,,2,3,0,,,3.0,70.0,,0.0,,,,,,,None,No need to hire any new permanent full-time workers,,,,,,,,No,,,,,5,No full-time seasonal or temporary workers,,,No,,,No,,No,No obstacle,No obstacle,Access to finance,6,4,1,10,7,9,11,5,12,3,2,13,14,15,8,Don't know (spontaneous),,480000,110000,Don't know (spontaneous),,Don't know (spontaneous),,,,Refusal (spontaneous),Refusal (spontaneous),11,11,2023,19,8,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,3,Yes,Yes,City with population over 1 million,4711,Dodoma,Small (5-19),Retail,Fresh,127.90197,129.08191,152.35265,58,0,0.0
1181603,67174,Retail,Unknown,Zanzibar,Establishment,0,1,Yes,Retail,Retail services,Zanzibar,5,Small,No,Swahili,26,9,2023,13,20,Yes,2022,12,31,Tanzania,Es030,,,,,,Sole proprietorship,,1.0,100,0.0,0,0,No,No family ownership,,,,2012,3,2012,11.0,No,1,0,No,,No,,,,286,No,,,,,,No,,No,,,,300,Other,Liters,No,,,,,0.0,No,0.0,,,0.0,,,,,There is only one available internet provider,Minor obstacle,Retail trade of ,,,,,100,500000000.0,Five hundred million,,,195000000.0,One hundred ninety-five million,100,0,0,0,0,45,55,0,,,,,,,,,,,,,98,2,Yes,0,100,0,0,China,Seaport,6.0,,6.0,,3.0,Through internet,Size of the business,No obstacle,No obstacle,No,,Tend to agree,Tend to agree,,,,,,,,,,,,National â main product sold mostly across the country where establishment is located,7.0,,Don't know (spontaneous),0.0,No,No change,No,No,,Minor obstacle,0.0,,,,No,,,No,,,No,,,No,,,144.0,Square Meters,,No obstacle,No,,No,No,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,Don't know (spontaneous),No,No need for a loan - establishment had sufficient capital,,,,Yes,0,,,,,50,"Internet and mobile banking, including direct debit transfer",Don't know (spontaneous),0.0,No,,,,,Tend to agree,No time was spent,No,,,,,No,336.0,,"Yes, partially","Yes, fully",,,,No,,No,,No payments or gifts are paid,,No,,,No,,,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,5,4,1,6,7,2,3,5.0,5,,,2,3,0,,,0.0,0.0,,0.0,,,,,,,10,No need to hire any new permanent full-time workers,,,,,,,,No,,,,,0,No full-time seasonal or temporary workers,,,No,,,No,,No,No obstacle,No obstacle,Tax rates,13,10,7,8,11,2,3,9,4,12,15,6,14,5,1,15000000.0,Don't know (spontaneous),1200000,240000,600000,,390000000.0,,,,Don't know (spontaneous),Don't know (spontaneous),26,9,2023,14,6,Somewhat truthful,Are arbitrary and unreliable numbers,One visit in face-to-face interview with one person,,,4,No,Yes,City with population over 1 million,4759,Zanzibar,Unknown,Retail,Fresh,18.056059,18.24481,17.46947,111,0,0.0
1181604,67496,Food,Small,Arusha,Establishment,1,1,Yes,Food,Manufacturing,Arusha,14,Small,No,Swahili,5,7,2023,9,7,Yes,2023,6,30,Tanzania,ES017,,,,,,Sole proprietorship,,1.0,100,0.0,0,0,Yes,10,0.0,,100.0,2014,4,2014,30.0,Yes,10,2,No,,No,,,,4152,No,,,,,,Yes,10.0,No,,,,90,Cubic meters,,No,,,,,0.0,No,0.0,,,0.0,,,,,Unable to change provider,Minor obstacle,Manufacturing of ,,,,,75,255000000.0,two hundred and fifty-five million,109000000.0,One hundred and nine million,100000000.0,One hundred million,0,100,0,0,0,30,50,20,,,,,,,,,,,,Don't know (spontaneous),100,0,,0,0,30,20,,,,,,,,Through Chamber of Commerce or business association,Size of the business,No obstacle,Major obstacle,No,,Tend to agree,Tend to agree,,,,,,,,,,,,Local â main product sold mostly in same municipality where establishment is located,Too many to count,Below 50%,,0.0,Yes,"Yes, there is more competition",No,No,,Very severe obstacle,1.0,No,"We have added children's milk, and we have improved bread products",We improved the quality in the production of our bread products compared to before.,Yes,We improved the quality of our bread rose products,"Initially, we didn't design small items, but now we design small items with the same raw materials.",No,,45.0,No,,,No,,,,,,Moderate obstacle,No,,Yes,No,90,10,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,No,60,"Internet and mobile banking, including direct debit transfer",3.0,15.0,20000000.0,40,"Internet and mobile banking, including direct debit transfer",15.0,0.0,Yes,None,10.0,5.0,30.0,Strongly disagree,50,Yes,2.0,Yes,No,,"Yes, fully",12.0,,"Yes, fully","Yes, fully",No,,Other,Yes,Not difficult at all,Yes,7.0,33,,No,,,Yes,30.0,No,Major obstacle,Major obstacle,No obstacle,No obstacle,Major obstacle,Major obstacle,Minor obstacle,2,1,7,6,3,5,4,14.0,14,4.0,10.0,1,1,2,4.0,10.0,,20.0,,0.0,,,,,,,None,No need to hire any new permanent full-time workers,,,,,,,,No,,,,,14,6,3.0,3.0,No,,,Yes,Yes,No,No obstacle,Moderate obstacle,Tax rates,14,6,7,9,3,12,4,13,10,11,8,1,5,15,2,150000000.0,40000000.0,18000000,1800000,240000,50000000.0,,80000000.0,40000000.0,60000000.0,3,3,5,7,2023,11,30,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,No,No,City with population over 1 million,1061,Arusha,Small (5-19),Food,Fresh,37.392895,37.24287,42.375057,1,0,0.0
1181605,67752,Other Services,Large,Arusha,Establishment,0,0,Yes,"Travel agency, tour operator",Other services,Arusha,1200,Large,Yes,Swahili,9,10,2023,13,50,Yes,2022,12,31,Tanzania,ES021,3.0,Yes,Yes,Yes,,Limited partnership,,0.0,20,80.0,0,0,Yes,60,20.0,5.0,20.0,1985,40,1985,9.0,No,16,5,No,,No,,,,2240,No,,,,,,Yes,5.0,No,,,,9000,Cubic meters,,No,,,,,1.0,Yes,0.0,,,1.0,6.0,,3.0,,With no difficulty at all,Major obstacle,Provide services of ,,,,,100,480000000.0,Four hundred eighty million,,,400000000.0,Four hundred million,100,0,0,100,0,0,0,0,,,,,,,,,,,,,60,40,Yes,100,0,0,0,Japan,Seaport,7.0,,14.0,,6.0,Through internet,Historical experience,Major obstacle,Major obstacle,No,,Strongly agree,Tend to agree,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,3-9 production performance indicators,Yes,Main focus was on long-term (one year or more) production targets,Possible to achieve with more than normal effort,Most managers and some production workers,Yes,Their own performance,Promotions were based solely on performance and ability,Rarely or never,National â main product sold mostly across the country where establishment is located,Too many to count,,30.0,1.0,No,"Yes, there is less competition",Yes,No,,Moderate obstacle,0.0,,,,No,,,No,,,No,,,No,,,,,,Major obstacle,No,,No,Yes,70,30,0,0,0,Yes,200000000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,Yes,No,"Yes, a loan only",Private commercial banks,2022.0,Refusal (spontaneous),Yes,Yes,Yes,Yes,No,No,Don't know (spontaneous),1.0,Refusal (spontaneous),No,"Yes, a loan only",,Application was approved in full,2000000.0,3.0,Yes,80,Debit cards,Payment received in less than a day,2.0,6.0,70,Debit cards,2.0,3.0,No,,,,,Tend to agree,7,Yes,5.0,No,Yes,4.0,"Yes, fully",,8.0,"Yes, fully","Yes, fully",No,,The establishment did not need to apply for a VAT cash refund,No,,No,,No payments or gifts are paid,,Yes,21.0,No,Yes,16.0,No,Major obstacle,Very severe obstacle,Major obstacle,Moderate obstacle,Very severe obstacle,Moderate obstacle,Major obstacle,2,1,5,6,4,7,3,1200.0,1500,,,1000,200,0,,,500.0,100.0,,1.0,,,,,100.0,,80,8,8.0,,8.0,,,,,Yes,4.0,Don't know (spontaneous),None,,1200,No full-time seasonal or temporary workers,,,No,,,Yes,Yes,Yes,Minor obstacle,No obstacle,Tax administration,2,1,9,6,11,13,10,12,5,3,14,15,8,4,7,180000000.0,9000000.0,9600000,2400000,3600000,,,,,,8,15,9,10,2023,15,36,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,2,No,Yes,City with population over 1 million,7990,Arusha,Large (100 or more),Other Services,Fresh,126.976776,126.46734,132.46693,28,0,0.0
1181606,68271,Retail,Medium,Arusha,Establishment,1,0,Yes,Wholesale,Other services,Arusha,9,Small,No,English,15,9,2023,15,0,Yes,2022,12,31,Tanzania,ES021,,,,,,Sole proprietorship,,1.0,100,0.0,0,0,No,No family ownership,,,,2010,4,2011,11.0,No,2,0,No,,No,,,,280,No,,,,,,Yes,5.0,No,,,,50,Gallons,,No,,,,,1.0,Yes,0.0,,,1.0,Less than 1 hour,30.0,2.0,,With no difficulty at all,Moderate obstacle,Wholesale trade of ,,,,,100,500000000.0,Five hundred million,,,390000000.0,Three hundred ninety million,100,0,0,90,10,0,0,0,,,,,,,,,,,,,100,0,,80,20,0,0,,,,,,,,Business expo,Size of the business,Minor obstacle,Moderate obstacle,No,,Tend to agree,Strongly agree,,,,,,,,,,,,National â main product sold mostly across the country where establishment is located,Too many to count,Below 50%,,0.0,Yes,"Yes, there is less competition",Yes,No,,Moderate obstacle,0.0,,,,No,,,No,,,No,,,No,,,,,,Minor obstacle,No,,No,Yes,70,30,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,"Yes, a loan only",Private commercial banks,2021.0,300000000.0,Yes,Yes,Yes,Yes,Yes,No,400000000.0,Don't know (spontaneous),,No,No,No need for a loan - establishment had sufficient capital,,,,No,50,"Internet and mobile banking, including direct debit transfer",Payment received in less than a day,2.0,5.0,50,Debit cards,2.0,2.0,No,,,,,Strongly agree,6,Yes,3.0,No,No,,"Yes, fully",,4.0,"Yes, fully","Yes, fully",No,,The establishment did not need to apply for a VAT cash refund,No,,No,,No payments or gifts are paid,,No,,,Yes,28.0,No,Major obstacle,Very severe obstacle,Moderate obstacle,Minor obstacle,Very severe obstacle,Minor obstacle,Major obstacle,4,6,3,5,7,1,2,11.0,9,,,5,4,2,,,2.0,95.0,,0.0,,,,,,,20,2,2.0,,None,No,No,No,No,Yes,4.0,Don't know (spontaneous),1.0,None,11,No full-time seasonal or temporary workers,,,No,,,Yes,Yes,No,Minor obstacle,Moderate obstacle,Tax administration,6,9,4,5,15,11,2,14,13,12,8,3,10,1,7,66000000.0,7000000.0,1200000,720000,600000,,,,,,8,8,15,9,2023,16,11,Somewhat truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,2,No,Yes,City with population over 1 million,4663,Arusha,Medium (20-99),Retail,Fresh,6.507774,6.5176735,6.670978,15,0,0.0
